cntry,essround_yr,stress_men,stress_woman,media_men,media_woman,internet_men,internet_woman,relig_men,relig_woman,social_men,social_woman,finvul_men,finvul_woman,ideological_men,ideological_woman,trust_men,trust_woman
GB,2002,4.499954667884955,4.228428957679215,2.8632821374456348,2.7251634060018723,3.142857142857143,2.724070450097847,2.361159772163829,2.943817348166942,3.822244809347123,3.832775642984167,4.845476944737769,4.674625038261401,3.3323979885473727,3.223817632745891,3.486667257613481,3.473920246905175
GR,2002,4.352029396742314,4.062411463998147,2.5243863446846526,2.372608868872432,1.8526179702650292,1.4320557491289199,3.921095258638184,4.544734508661584,3.5582554884209103,3.125997137985629,3.5618961352657004,3.194078186444598,3.6867861968665667,3.8207289331242116,3.6851671098375145,3.693254079730274
HU,2002,3.8946850442368484,3.7635516362319144,2.684146219642439,2.6518897931759837,2.082036775106082,1.7987534853206495,2.3114568832957754,3.1133420507447283,3.1588953487153035,2.961491050726184,3.609323432343234,3.408256880733945,3.573745543012189,3.5580678911942627,3.287963146771462,3.343193629392976
IE,2002,4.772963934868249,4.520692073581225,3.0628721023405734,2.973029304890412,2.900212314225053,2.6463018328350447,3.75176819438618,4.236165246927682,3.8730267216477205,3.689169702489375,4.7621097954790095,4.5267718972454345,3.1036965855554786,3.0947500861313895,3.6112679358323287,3.533238534466493
IL,2002,4.580988739432444,4.370568683306683,2.752666207259404,2.6899696046849093,2.94325885011298,2.4918154761904763,3.017915748852998,2.776587843698499,3.891792687066774,3.8487282170441794,3.8801431127012522,3.607649442755825,3.3391633640836766,3.360150098608649,3.6826352427363527,3.69434120881281
IT,2002,4.356942079747723,4.080850777841984,2.4649053893780697,2.4206234191635256,2.689259645464025,2.1123227917121046,3.1846435131493194,3.9497426616108413,3.541594088697191,3.336875410814451,4.6131611316113155,4.550613496932515,3.219448669196799,3.157435112874003,3.6224078629675183,3.6180423145621368
LU,2002,4.728178938597164,4.542121455035849,2.688143240025697,2.6698741335674776,3.521985538401407,2.979038224414303,2.3209169672254264,2.8937966429264144,3.8500699393445235,3.6806230060045833,5.065656565656566,5.034757118927973,2.9357836088821974,2.9213596436444775,3.962447955420089,3.8561808179011847
NL,2002,4.664572511985565,4.479911789163385,2.8179531818854024,2.752982116813142,3.7542198435570193,3.097977722504596,2.6372816748371832,2.9731676543073697,3.8760201197304545,3.9133884664587644,5.089731130547457,4.963414634146342,3.133184682242506,3.0471573651852424,3.7198430676885095,3.626810880479692
NO,2002,4.935150829732181,4.66666596388144,2.7318649126558676,2.676588803189355,3.9361481673358374,3.3924360741080997,2.2350490588567817,2.734402054649619,4.160399080865249,4.202036441586281,5.091734786557675,4.977110157367669,3.316792682270116,3.1340952234994823,3.997890631865536,3.9640169396100156
PL,2002,4.049830345085538,3.8647972489779048,2.5860590208079888,2.5756933355386376,2.093988615854505,1.9097535117943283,3.903153624373387,4.486501961880943,3.446253471017008,3.2480659983552833,3.659850697825381,3.5007751937984493,3.4362461076275728,3.4096052545095272,2.85953880076859,2.904169908599678
PT,2002,4.097813070161448,3.8527562969877245,2.6224798134189613,2.4298987485292156,2.0975056689342404,2.1842532467532467,2.9712180845663276,3.927236928698221,4.054080179080179,3.8114694741532977,3.869163952225841,3.5288683602771362,3.3168220333425147,3.334735210207217,2.9974332351356825,3.032698080020919
SE,2002,4.847525377623615,4.630918045713207,2.563587309851937,2.531131797437803,4.078550274996474,3.525120139799039,2.0562751201954015,2.501542355763172,4.017716608690202,4.000470545038935,5.1189064558629775,4.998973305954825,3.0012474374966476,2.7325745522606897,3.9260335644016813,3.9238743122675133
SI,2002,4.416428734130871,4.2069150985438695,2.4823963062142043,2.4530562329011425,2.8257261410788383,2.549270401729418,2.6647511729567266,3.156550232314963,3.6546331760033013,3.40447195182203,4.786407766990291,4.539302227826818,3.483675170650214,3.346965385854476,3.004753352700913,3.0727758946667296
AGGREGATE,2004,4.459243236211963,4.235954541839208,2.647347810693146,2.592584643665511,3.2260138138548857,2.8110028420625253,2.692096491794595,3.2244413880592453,3.7371564687425174,3.639068033256014,4.329122738829779,4.129097742298302,3.316263470539887,3.274745063653281,3.443431826685057,3.4394592136912703
AT,2004,4.7146566402336,4.570443495374567,2.573115192437067,2.6206392186659797,4.02760524499655,3.4834983498349836,2.855170837023824,3.2702784649833547,3.896764895513331,3.76405109903284,4.7565616797900265,4.653141730064807,3.2254196029585223,3.1257961151598113,3.5670569412985067,3.5344832473138674
BE,2004,4.66582913973722,4.487776582996636,2.608539595222178,2.518568195287374,3.6141384388807065,3.032115171650055,2.3528299200815734,2.7917928504704417,3.8113807007878284,3.7707032663003286,4.557878435927216,4.411720791340052,3.152531445854217,3.083980702759464,3.5017675828450705,3.45020858076779
CH,2004,4.92487427300872,4.748210143800474,2.505316678612599,2.5574317128009554,4.182983858802232,3.291941084900012,2.9899709432848454,3.502047657955549,3.8607379857190685,3.826856163987397,4.9126559714795,4.747184684684684,3.173293930109484,3.030228981328977,3.9794435299731474,3.9246156554408587
CZ,2004,4.123307059678034,4.019920828530108,2.6590483299886074,2.6606071557854185,2.49005943840951,2.259634343072235,1.7765955987576518,2.193621823119979,3.394119677482114,3.308579098473733,3.5914233096553536,3.471858488398805,3.4875287245065567,3.4878790721595645,2.7334522666209335,2.7779768036467107
DE,2004,4.349367065396407,4.149915252256212,2.655088264404757,2.635921836751898,3.4301242236024843,2.919823110940204,2.227137724774009,2.7508490240174033,3.6329784269133256,3.610907585890375,4.5036764705882355,4.36386250565355,3.2125863516997257,3.0788034476581387,3.4717688425664748,3.527688534829428
DK,2004,5.095215107796633,4.862432548569044,2.792903426487753,2.708713155299792,4.39211412720428,4.025154871409799,2.2302577297260116,2.6932189956503993,3.9611331671302787,4.013709010746762,5.317862165963432,5.258036107441655,3.050423874829667,2.885761233506431,4.4998581895561225,4.414660923133009
EE,2004,3.8813374205652478,3.7971543332419215,2.7993996962351777,2.7404248588306106,3.2652561636649766,3.1465264187866926,1.882416090760729,2.430860949432,3.346813725490196,3.3397051140344516,3.4682246822468223,3.4635818337617823,3.6953969993860354,3.6545986935010846,3.261079556367747,3.361200346155302
ES,2004,4.488134783312018,4.283363556561797,2.5262376953940637,2.436569782671946,2.849730458221024,2.4912590499735123,2.5229472239985493,3.138299616998737,3.9426716315845307,3.8583953170783447,4.648809523809524,4.5442514474772535,3.031447229719749,3.019418565204267,3.386457808930024,3.361583934059137
FI,2004,4.8133444070875,4.7204376982924465,2.636417444059471,2.5760099325146903,3.7207655213984325,3.664272412875765,2.5674239323203927,3.3601451657159926,3.7375959001159096,3.897118810280164,4.397163120567376,4.431924882629108,3.3528220617315725,3.1820588364927276,4.289418280803139,4.287358835621606
FR,2004,4.401404777134006,4.166725809703756,2.5921403764623183,2.5208974465325418,,,2.091114552777639,2.5704646884755804,3.9469606674612634,3.952286173664678,,,3.1459751640464337,3.090368621604917,3.3283786983369326,3.3425369175183968
GB,2004,4.466527213303365,4.234797861965087,2.8189845870086736,2.7077356363219205,3.1792749544777354,2.9047619047619047,2.458916371130617,2.909194757285846,3.8138554697429408,3.773251563987488,4.582846003898635,4.532095144998371,3.2291142437345512,3.156519496035625,3.4156779172837797,3.4515847506436246
GR,2004,4.437553764480287,4.188814142964774,2.520402077133484,2.3519077215842863,2.122838077080212,1.690546528803545,3.8120891363136575,4.443703034317947,3.3357561415370744,2.975000929644504,3.530332056194125,3.3360453648915187,3.679181132332065,3.794879611437942,3.4757692142407923,3.5738957955150723
HU,2004,3.8944800994585917,3.8363654835711927,2.6170216828335664,2.522125030518627,2.44515701017249,2.3665325285043592,2.327582136842796,2.9672603737262695,3.0812946155666427,2.9870687029696477,3.587103484139365,3.4576938213301847,3.5879389373613795,3.611775359936003,3.00046523835316,3.1071262289785597
IE,2004,4.800095230121036,4.581259117635108,2.9550657821673227,2.8980750803573225,3.0250218213558333,2.8242350869469512,3.853046394034171,4.372523920914803,3.7282820773665124,3.49485086985087,4.955555555555556,4.8656330749354,3.064740975470484,3.0768504855072347,3.668281802331901,3.6244410482667786
IS,2004,5.232846967263238,4.956631963770185,2.6587438907205847,2.6657542294070757,4.897806313536651,4.648910411622276,2.786439214663263,3.342349388637784,4.07894048099272,4.221494380227986,5.245283018867925,4.917233560090703,2.8422026762111265,2.631892140545752,4.054169088036631,4.044235323080847
LU,2004,4.656282070385989,4.462603951626162,2.615179551945191,2.523536635196126,3.5228503723764386,3.049492385786802,2.453690563779366,2.9426942611765114,3.771252168437062,3.706879519868784,4.99284862932062,4.9067180145485665,3.041109880175649,3.085379818111272,3.9998098675556206,3.9052627171790597
NL,2004,4.634610964636016,4.411083459049359,2.698572280521269,2.637961868754726,4.132640029191753,3.5494405412438197,2.579590998457411,2.992442418393528,3.874637734551528,3.9764469364879202,4.939784946236559,4.6136783733826245,3.038651552160179,2.9882594196527332,3.7328043509668145,3.6333380590148536
NO,2004,4.904950150580818,4.686073315801893,2.7416168882131724,2.7133580950102583,4.426693788139571,3.887537993920972,2.2246889330705915,2.69328979916019,4.228024488304094,4.228377187460657,5.02701715954728,5.003944773175542,3.24639591361751,2.9950589390569493,3.9799436608259326,3.9271988699227767
PL,2004,4.127664680184363,4.010435225038344,2.6354744096731504,2.5801833661214855,2.431143886125879,2.3177479372269856,3.902002084932352,4.458368134389861,3.480341146857392,3.3385550042680325,3.720883534136546,3.5978715317369816,3.5073664889440757,3.437319257408222,2.4939043652290853,2.662300460885636
PT,2004,4.0896911362631325,3.8463835289497315,2.470668819709226,2.32803072967612,2.3840920983778124,2.062420086016506,2.9678281490275613,3.7948391816529607,4.114525064211801,3.92808982675074,3.8677379480840544,3.5321301613344267,3.386692289643426,3.4607618722626676,2.8522018392287958,2.8273478663469405
SE,2004,4.8517882391311264,4.587589084976182,2.5339109060242677,2.522754136161943,4.221930974224552,3.7891859949771014,2.0191872514032934,2.4357236544315795,3.941079460531646,3.9798601776978053,5.139288158795346,4.941771269177127,2.974907849891069,2.855575803388217,3.7540679404826345,3.7270207678674274
SI,2004,4.476976817693386,4.304061552763551,2.5064662351430815,2.4957690116767624,3.1749723145071984,2.9213440961141353,2.57202452654561,3.1672752893521383,3.764726585433066,3.4902950310559007,4.7734375,4.635361552028218,3.420118750628976,3.397337338706951,2.8884375031346234,2.9798992862658253
SK,2004,3.9505807591971447,3.754666861176852,2.6314652999977386,2.5920543397992923,2.596924873491631,2.296043656207367,3.1436408616871994,3.688576958490708,3.7038692059273473,3.509866275277234,3.4171270718232045,3.092001849283402,3.5257570261187325,3.4491112114358327,2.7298721783461097,2.7442214117671373
TR,2004,4.2479344048950765,3.9697387818301166,2.650524711364618,2.4146112969906124,2.2303030303030305,1.8216390682009542,4.478851038726391,4.069867652150965,3.62743574495601,3.290620896450136,3.6152912621359223,3.5259909031838856,4.183423521706762,4.159426033853951,3.5868544760787575,3.731554692488366
UA,2004,3.4802229864083127,3.1744405613544826,2.773691169720427,2.7372782633866506,1.5220149971159393,1.3968875951634572,2.769066338635542,3.496978347878739,3.710874785712819,3.575948385130216,2.7030965391621127,2.4130146082337314,3.640808287467255,3.6740181576790243,2.618006985735166,2.749840678396571
AGGREGATE,2006,4.4470933032547695,4.186441302451057,2.6299280399882092,2.557640233862836,3.558985796454983,3.092379318794413,2.5764786064010017,3.155266222470131,3.793691285003342,3.734690422491261,4.374580609456608,4.100193261797623,3.292736201231014,3.2459615301065505,3.404638088383058,3.3778258053673937
AT,2006,4.691523308135692,4.545376057077693,2.6666029074042608,2.65756548884486,4.271723783853164,3.848242100578549,2.825579146433371,3.2467872451503283,4.029407088991977,3.9343048419761124,4.749615975422427,4.626126126126126,3.2434371075125603,3.1729386629436607,3.6094100468169024,3.6071632995928304
BE,2006,4.627212139987766,4.480080559836867,2.685376570966923,2.5609153136105256,3.9489795918367347,3.5894721145243067,2.371454300362415,2.880479439852415,3.7947629152787297,3.759935869350917,4.613109512390087,4.487719298245613,3.127302283503207,3.0581537830786174,3.5165852180171986,3.5454618336725705
BG,2006,3.6223262886281313,3.3493835931485574,2.6389464859217306,2.5065353962072012,2.055496548061604,2.0684699915469147,2.283813462950665,2.869394587071355,3.797434808024926,3.8008500921519137,2.629353233830846,2.322720125786163,3.0994539210727683,2.905245116885435,2.261997437733388,2.391658552075983
CH,2006,4.906058282208589,4.770541450530031,2.4480348388749262,2.433108012166801,4.415041293270075,3.7335164835164836,2.9094683539058472,3.461952921567739,3.9122617509548014,3.9138088741921693,4.967078189300411,4.860094850948509,3.091601624906485,3.0128645075691405,3.965595631297609,4.045090930370245
CY,2006,4.829728855960319,4.6199859626326125,2.779628957237978,2.4831002632829002,2.4889761401389308,2.1881868131868134,3.7181713642484113,4.418121668479799,3.336662328127086,3.275778583647318,4.37953091684435,4.094777562862669,3.6926749542985253,3.573121950075075,3.622202337752494,3.696573512697963
DE,2006,4.378402665926503,4.180309439598794,2.6390104981911353,2.584513506466472,3.702837232453957,3.0733120834540713,2.2657383385568486,2.706761462768432,3.6284379322775973,3.661282619103699,4.392101551480959,4.267304189435337,3.211436190372289,3.1128699236727067,3.556833526931815,3.5030814966572574
DK,2006,5.1008293141699905,4.864245458802621,2.768595460332986,2.6439013887568485,4.619887575111456,4.250652741514361,2.216855543724098,2.642369725724521,4.027059139505145,4.044843809364467,5.357010213556174,5.321236559139785,2.9575729507928696,2.799562473885462,4.5438989509338095,4.42340561045949
EE,2006,4.075469842657343,3.9309758432400512,2.7682500163582606,2.806767307887219,3.8614982578397217,3.5653923541247488,1.948764473718602,2.4532744238169246,3.4001656472986745,3.467976828249662,4.015995872033023,3.7155343663090976,3.806965669988926,3.723265593589121,3.357467062683598,3.3670054046112234
ES,2006,4.609804642640973,4.353695162157033,2.4805601524048413,2.3737991858972665,3.170573329109914,2.754180111469639,2.4391155544756464,3.2630837454522257,4.0071058992883914,3.8394621040216403,4.6491031390134525,4.471216821785591,2.995846289606007,3.0246690451402327,3.3722024746320938,3.4636722777167095
FI,2006,4.8107597022882285,4.712885005147722,2.6219094720268425,2.607600203779466,4.245409274821039,3.9792367305161576,2.5195599896977803,3.2327707708844162,3.783681272216489,3.895559404771278,4.514452982070984,4.432580424366872,3.351420288680495,3.1660369189328983,4.348052420058613,4.331973302075819
FR,2006,4.4227259969925425,4.157515230676705,2.5448689063829852,2.4657323754508496,3.6044546850998467,3.178030303030303,2.1182313268937194,2.524268526360682,4.050961445316284,3.9732690149356813,4.575529242913526,4.466034755134281,3.154041095160075,3.0786513279923766,3.302853092942776,3.335021721973954
GB,2006,4.514059230927542,4.267741166829886,2.7768540681157012,2.6587238256456334,3.91076393486032,3.4519282998370446,2.31708742196705,2.814316288680224,3.776853165508628,3.8269218210315503,4.736059479553903,4.679653679653679,3.2473433045661166,3.205298503957078,3.35995875930823,3.4289903753764865
HU,2006,3.927749009599075,3.772976626346147,2.6274528585368633,2.5287258764855958,2.322624743677375,2.0581414076340794,2.3759281327082813,3.0350170961280583,3.1639681590339483,2.94136182266433,3.505411255411255,3.4145058248778652,3.6548326896957026,3.695134978126678,2.968126872446121,3.0748251381108997
IE,2006,4.667968107195723,4.4931482996934955,2.9031971538240473,2.8127443062695394,3.356687898089172,3.2933130699088147,3.5378416439463094,3.9923209866990583,3.7639143379432993,3.630120982178753,4.926735218508997,4.816503800217156,3.0209616858893114,3.0588647961338506,3.535487706745966,3.493703146500151
NL,2006,4.587130171998156,4.432961310697475,2.6183097006302245,2.5863060153272417,4.573900148294612,4.1768574226948365,2.564824902550989,2.862046961621299,3.974322723955308,4.0840522875817,4.922363847045191,4.718074656188605,3.0337410352618925,2.9204688411424544,3.841981839714491,3.7932360733872197
NO,2006,4.948635502374001,4.763192654947945,2.681978130994653,2.653759944884325,4.852012185345519,4.382670879760519,2.17932945993382,2.625453775560274,4.1106601492229204,4.173991074893287,5.16572928383952,4.979433449747768,3.1851467746864004,2.9984572968673304,3.979567160846468,4.069432279486577
PL,2006,4.3210426396176125,4.117374584370747,2.583808461505908,2.6014743083101703,2.914110429447853,2.6682434563229265,3.8924236192615638,4.5031083468752655,3.4323499066599235,3.308990537087024,3.8518518518518516,3.7419354838709675,3.4184485590818947,3.402661200690846,2.7629367777209133,2.848382102920723
PT,2006,4.04705269768141,3.7918848763385977,2.5770972308504088,2.376685577332395,2.652563464410154,2.1550599621291813,3.052271347304686,3.909350041445205,4.216177895576835,4.052386278092873,3.735294117647059,3.3507462686567164,3.357337001419006,3.4311351552545712,2.9896667616647483,2.938588611808392
RU,2006,3.787700249688596,3.4375042079609597,2.4286694131849114,2.345026662282392,1.955081001472754,1.6621661868360964,2.0474327880456453,2.8273665063601485,3.502189396094046,3.3938621392207553,3.1696459866806865,2.7438055165965403,3.928656185400385,3.947654896867124,2.574597845569096,2.730342826959179
SE,2006,4.892097198525312,4.656069441546474,2.5402865550554243,2.527546750667664,4.736090225563911,4.284981684981685,2.025016578640575,2.429302825649024,3.987567022234928,3.9788116457446883,5.26024011299435,5.0092879256965945,2.9219069062056477,2.807223824035598,3.872035804745064,3.8093623444194264
SI,2006,4.486214682788015,4.319794222835609,2.4711442957945,2.4694309807457224,3.6761619190404797,3.3276166902404527,2.53193218739501,3.1235504838061643,3.655508745307883,3.38379917184265,4.982323232323232,4.716981132075472,3.4546713615204467,3.3357104912609503,3.005939375362612,3.1135608968901636
SK,2006,4.130925247718999,3.906266858365855,2.70668480417813,2.6740195555145654,3.0889649272882806,2.8235199485199485,3.0878304940877634,3.795158382020279,3.687849928363123,3.4749404115287854,3.692462716646513,3.5396825396825395,3.5239705571166247,3.471222622057598,3.0694721462784478,3.1107057594256786
UA,2006,3.487721130719962,3.1735730327742893,2.584212792485008,2.525041166707073,1.7012987012987013,1.4653061224489796,2.8130200625104522,3.5859956251151193,3.716021938491159,3.6896797910912422,2.7607174103237093,2.4623032311516155,3.8420500689726893,3.823148803764789,2.0981334342363236,2.1597746687801416
AGGREGATE,2008,4.371538121723864,4.135836843674839,2.6199643678815767,2.5395962142611492,3.7180623845862906,3.337270146401202,2.7050125007009544,3.2334220556160123,3.7188809402937646,3.602105557138486,3.843870479425167,3.5540121958054094,3.349474705349857,3.310297071923237,3.2751832336408744,3.264120931683882
BE,2008,4.620060975679932,4.470831909953522,2.6532332000265613,2.540944026013596,4.259860788863109,3.8627419612861944,2.3746673503614018,2.7839003643846087,3.820357196627522,3.78021901024984,4.608570536051452,4.483824539846772,3.043365114983842,2.9692840078189344,3.5131296177652143,3.4709763232691455
BG,2008,3.6170496435822055,3.3408094809059827,2.613627269816542,2.503879585474316,2.549934200906565,2.516,2.3319676081788914,2.99204062554718,3.9232161195371003,3.777022306630117,2.729849726775956,2.5009355787222667,3.3831832701238973,3.24346633558552,2.1363486286829345,2.2063104421200332
CH,2008,4.922129017981948,4.77235882016019,2.477794802446177,2.4329709030024245,4.535757786671306,4.083536323255481,2.7025149818253262,3.2422763509419106,3.879040805200667,3.791268156479,4.28141983083644,4.017172335118393,2.9863789252832276,2.8979024113407092,3.9880585057626026,4.003027533977902
CY,2008,4.776109684819202,4.533941279903109,2.6966852474831646,2.4981491710013537,3.1510137497086923,2.9696250593260562,3.5337976101313515,4.357036101758324,3.5540691192865106,3.2682276169472932,4.228476821192053,3.992170022371364,3.4907726616817527,3.3551284508550783,3.796749116924405,3.7142304624660585
CZ,2008,4.247466049846559,4.059199290808396,2.596727884937876,2.5570263561678472,3.7349432644748326,3.377253814147018,1.654027216956317,2.0463099448492423,3.5975891475063237,3.423598749090282,3.2206491531644907,2.9862360169843356,3.427327851514924,3.2954144262773433,2.9042796683805796,2.928812487462966
DE,2008,4.436141530168955,4.225090170284493,2.6069616132471567,2.573398400791108,4.233990147783251,3.771978021978022,2.337250915049713,2.723599873710769,3.627116334174376,3.6170718810769635,3.8496946763009365,3.6238069199924015,3.035660295151328,2.9377405054503813,3.643576459114368,3.6396869795499405
DK,2008,5.062981798141198,4.900300407382112,2.737398519748512,2.7065363618697744,4.798498122653316,4.728201514884622,2.165376632597877,2.57220910727781,4.043737745426845,4.082296868139162,4.621439256996821,4.517348138923481,2.9367824289439195,2.75400690336585,4.418161058992063,4.402846769566796
EE,2008,4.043488038983358,3.9658308436080603,2.8505054229665263,2.8191691974228648,4.276108726752503,4.037593984962406,1.998855038853721,2.431347388609431,3.4553935737468,3.3553166893935567,4.031925485077103,3.7106595050565456,3.6995136378369913,3.5457123182383086,3.355504595494019,3.371049372414338
ES,2008,4.57647080800476,4.38084564647959,2.4663262962421646,2.292005350675271,3.317772317772318,3.075760777683855,2.516726887178216,3.1136647580647954,3.9015787481696576,3.7536567372823884,3.8132754342431756,3.6815978705464287,3.0100885699389113,2.9592511615604447,3.257254590506426,3.304306835964882
FI,2008,4.811951963424446,4.694987842737644,2.5913686411926533,2.593786223029474,4.574744661095636,4.349092767697419,2.454919535038419,3.282273261748575,3.7576032734356506,3.839264398686959,4.214326212129636,3.995462771453091,3.266226785408719,3.094033011549096,4.32197017895161,4.329365753347365
FR,2008,4.442490608785842,4.173965252185818,2.5544784419690862,2.4917652132871115,4.108395324123273,3.7788995456839976,2.0769631648473887,2.464641535207934,4.014043668962565,4.0387099189118905,4.2495323800557925,4.034960129903338,2.95453278428976,2.946254896936279,3.36342824441102,3.393977607303713
GB,2008,4.508126589187304,4.280052795122953,2.8347798631401093,2.5973628327143246,4.067697228144989,4.006186726659168,2.3494123079260985,2.730010847180907,3.74238009391246,3.746688767526387,4.13996185026228,3.8450148418989327,3.221885257290166,3.1427595427046846,3.47153692737138,3.4854382817742997
GR,2008,4.236316295936927,4.117912395726178,2.4696260893974613,2.3357637965721083,3.0021299254526093,2.543819655521783,3.4217443342684035,4.035812599165332,3.59535814833618,3.386173289485123,3.526429434251435,3.4269447146334358,3.68196697941724,3.618832451306884,2.965771206094369,3.0451713210536737
HR,2008,4.372336531882594,4.28642434486771,2.6728926766382615,2.5457508975463656,3.208305122997066,3.1875,3.3125996810207337,4.0118471666256115,3.8183187780676997,3.7649333476893667,3.653766986872091,3.6369408369408367,3.7235527150881356,3.516379343199889,2.5799024483715574,2.595534575220426
HU,2008,3.793430798626696,3.7196595296237356,2.542960174842934,2.5041591563744885,3.272448979591837,3.156430268069223,2.2976511418241627,2.9580212550385263,3.146450101160246,2.9740715728185894,3.4580787319572064,3.272133152030695,3.7384373771760497,3.717492446543132,2.562812752294565,2.780204365038104
IE,2008,4.668252743484225,4.562572303554545,2.830288376865425,2.7472402685006982,3.9232804232804233,3.8324348607367473,3.6095138654875814,4.089898414388439,3.7566445880699177,3.6652912725241427,3.7405135137477146,3.6817637058295096,2.992377092584073,2.956858813700919,3.457716428992796,3.4472681490863626
IL,2008,4.80671400112451,4.581784642119133,2.7025956795766057,2.582672978395288,4.121856136820925,3.7223820176840308,3.1664935505776497,2.9381174229860654,3.90475697321182,3.728182820306732,3.5824431897415847,3.401214190143927,3.4598561762005837,3.3190673788800686,3.091225475383986,3.1954110809854814
LV,2008,3.8699752036189574,3.697540195432121,2.6333369465587273,2.7155969690610875,3.716420807453416,3.508468636841491,2.174522501814231,2.955951732793473,3.604189411688335,3.3857699330666247,3.152961374168797,2.959080841488994,3.743623180825806,3.8039270509877032,2.630316811941591,2.748894818654197
NL,2008,4.6472080632339665,4.468428943712041,2.7046945580106474,2.6347732714266665,5.006819374016437,4.436615522121257,2.5472615224643174,2.8992217228007964,3.9626764366178167,4.029337335216573,4.6176545499293145,4.176271129694661,2.9676887963394765,2.8897580766635222,3.957287567852719,3.8479310426180198
NO,2008,4.982010929149375,4.757006076807093,2.721576772951648,2.62437610328339,5.1759603469640645,4.836157104351175,2.0978439891387315,2.5450458610784694,4.06056844032625,4.104757085020243,4.736770142300096,4.563069180855429,3.164911222319804,2.9681230589129224,4.0786703996320055,4.065156739300415
PL,2008,4.413502533602768,4.2485948915248875,2.574971962986522,2.5692135582947078,3.630593521812395,3.362766493201276,3.868265216539434,4.363068110743668,3.4441601736722895,3.267014118212151,4.031261228889687,3.805788426858723,3.3860356247488803,3.357344537986009,2.8693253556739235,2.891069909679839
PT,2008,4.038287177863209,3.7459529488209093,2.5168430763132457,2.3515149063133705,3.12430426716141,2.5467911782237236,3.083846412284983,4.008468152678565,3.90718030985275,3.597729940895474,3.391289029939832,2.9675778766687855,3.2734841186409134,3.3573652532362597,2.909849817660041,2.9474125239614914
RO,2008,4.01060807073315,3.85498013217945,2.822196474234188,2.676694131721708,2.7093754795151144,2.6746381371932033,3.625340325299747,4.160444914219639,3.1934698355541373,2.9798563206719066,3.467899000054357,3.258340676911009,3.6957672170245277,3.744740298513241,2.838662469578963,2.8833347102030102
RU,2008,3.7370277441973805,3.551388229958485,2.4447195560180823,2.3945779435583283,2.3869838027141395,1.971788317712771,2.2074639760764576,2.9792498112368726,3.433142279451494,3.3849823419348732,3.3107985243781286,2.866862606590498,3.9766829226361686,3.9895704982961813,2.701032134789551,2.986561733522862
